infobox_type	proposed_category	count	was_included	include_in_future
hafnium	other	1	0	0
hassium	other	1	0	0
iron	other	1	0	0
indium	other	1	0	0
iodine	other	1	0	0
iridium	other	1	0	0
lithium	other	1	0	0
lanthanum	other	1	0	0
lutetium	other	1	0	0
lawrencium	other	1	0	0
lead	other	1	0	0
mendelevium	other	1	0	0
magnesium	other	1	0	0
manganese	other	1	0	0
molybdenum	other	1	0	0
meitnerium	other	1	0	0
nitrogen	other	1	0	0
neon	other	1	0	0
nickel	other	1	0	0
niobium	other	1	0	0
neodymium	other	1	0	0
neptunium	other	1	0	0
nobelium	other	1	0	0
osmium	other	1	0	0
potassium	other	1	0	0
phosphorus	other	1	0	0
palladium	other	1	0	0
promethium	other	1	0	0
protactinium	other	1	0	0
platinum	other	1	0	0
polonium	other	1	0	0
rubidium	other	1	0	0
ruthenium	other	1	0	0
rhodium	other	1	0	0
radium	other	1	0	0
rhenium	other	1	0	0
radon	other	1	0	0
rutherfordium	other	1	0	0
sodium	other	1	0	0
planetary_system	other	1	0	0
silicon	other	1	0	0
scandium	other	1	0	0
selenium	other	1	0	0
strontium	other	1	0	0
silver	other	1	0	0
samarium	other	1	0	0
sulfur	other	1	0	0
seaborgium	other	1	0	0
titanium	other	1	0	0
technetium	other	1	0	0
tin	other	1	0	0
tellurium	other	1	0	0
thorium	other	1	0	0
terbium	other	1	0	0
tungsten	other	1	0	0
thulium	other	1	0	0
tantalum	other	1	0	0
thallium	other	1	0	0
uranium	other	1	0	0
u.s._university_admissions	place	1	0	0
vanadium	other	1	0	0
comics_element	other	1	0	0
xenon	other	1	0	0
ytterbium	other	1	0	0
zinc	other	1	0	0
zirconium	other	1	0	0
darmstadtium	other	1	0	0
cryptographic_technique	concepts	1	0	0
cipher	other	1	0	0
roentgenium	other	1	0	0
livermorium	other	1	0	0
oganesson	other	1	0	0
unbinilium	other	1	0	0
ununennium	other	1	0	0
moscovium	other	1	0	0
tennessine	other	1	0	0
copernicium	other	1	0	0
flerovium	other	1	0	0
nihonium	other	1	0	0
subdivision	other	1	0	0
copper	other	1	0	0
network_protocol	other	1	0	0
consortstyles	other	1	1	1
praseodymium	other	1	0	0
u.s._college_admission	place	1	0	0
provinceit	other	1	1	1
dunganese	other	1	0	0
hindu_deity	other	1	0	0
new_york_city_subway_service	place	1	0	0
oil	other	1	0	0
university_athletics	place	1	0	0
connecticut_cabinet	other	1	1	1
monster_truck	other	1	0	0
lang-zh	other	1	1	1
uniform_crime_reporting_survey	other	1	0	0
sprachbund	other	1	0	0
climate_chart	other	1	0	0
french_royalty_styles	person	1	1	1
political_party_youth_wing	pol_mil_organization	1	0	0
unbibium	other	1	0	0
varianceanalysis_variancebox2	other	1	0	0
intervention	other	1	0	0
technical_standard	other	1	0	0
us_university_rankings	place	1	0	0
ws	other	1	0	0
awards	other	1	1	1
transmission_line	other	1	0	0
university_president	person	1	1	1
gemeinde_in_deutschland	other	1	0	0
medical_condition(new)	other	1	0	0
public_school	place	1	0	0
first_nation_band	pol_mil_organization	1	0	0
uk_feature	other	1	0	0
mtgnonblockset	other	1	0	0
hydrogen_isotopes	other	1	0	0
scale	other	1	0	0
eurovision_country	pol_mil_organization	1	0	0
michigan_supreme_court_case	other	1	0	0
nuclear_power_station	place	1	0	0
fluorine_isotopes	other	1	0	0
uranium_isotopes	other	1	0	0
protactinium_isotopes	other	1	0	0
thorium_isotopes	other	1	0	0
actinium_isotopes	other	1	0	0
radium_isotopes	other	1	0	0
francium_isotopes	other	1	0	0
radon_isotopes	other	1	0	0
astatine_isotopes	other	1	0	0
polonium_isotopes	other	1	0	0
lead_isotopes	other	1	0	0
bismuth_isotopes	other	1	0	0
thallium_isotopes	other	1	0	0
mercury_isotopes	other	1	0	0
gold_isotopes	other	1	0	0
platinum_isotopes	other	1	0	0
iridium_isotopes	other	1	0	0
osmium_isotopes	other	1	0	0
rhenium_isotopes	other	1	0	0
tungsten_isotopes	other	1	0	0
tantalum_isotopes	other	1	0	0
hafnium_isotopes	other	1	0	0
lutetium_isotopes	other	1	0	0
ytterbium_isotopes	other	1	0	0
thulium_isotopes	other	1	0	0
erbium_isotopes	other	1	0	0
holmium_isotopes	other	1	0	0
dysprosium_isotopes	other	1	0	0
terbium_isotopes	other	1	0	0
gadolinium_isotopes	other	1	0	0
europium_isotopes	other	1	0	0
samarium_isotopes	other	1	0	0
promethium_isotopes	other	1	0	0
praseodymium_isotopes	other	1	0	0
cerium_isotopes	other	1	0	0
lanthanum_isotopes	other	1	0	0
barium_isotopes	other	1	0	0
xenon_isotopes	other	1	0	0
iodine_isotopes	other	1	0	0
caesium_isotopes	other	1	0	0
tellurium_isotopes	other	1	0	0
antimony_isotopes	other	1	0	0
tin_isotopes	other	1	0	0
indium_isotopes	other	1	0	0
silver_isotopes	other	1	0	0
cadmium_isotopes	other	1	0	0
palladium_isotopes	other	1	0	0
rhodium_isotopes	other	1	0	0
ruthenium_isotopes	other	1	0	0
technetium_isotopes	other	1	0	0
molybdenum_isotopes	other	1	0	0
niobium_isotopes	other	1	0	0
zirconium_isotopes	other	1	0	0
yttrium_isotopes	other	1	0	0
strontium_isotopes	other	1	0	0
rubidium_isotopes	other	1	0	0
krypton_isotopes	other	1	0	0
selenium_isotopes	other	1	0	0
bromine_isotopes	other	1	0	0
arsenic_isotopes	other	1	0	0
germanium_isotopes	other	1	0	0
zinc_isotopes	other	1	0	0
gallium_isotopes	other	1	0	0
copper_isotopes	other	1	0	0
nickel_isotopes	other	1	0	0
cobalt_isotopes	other	1	0	0
manganese_isotopes	other	1	0	0
iron_isotopes	other	1	0	0
chromium_isotopes	other	1	0	0
vanadium_isotopes	other	1	0	0
scandium_isotopes	other	1	0	0
titanium_isotopes	other	1	0	0
calcium_isotopes	other	1	0	0
potassium_isotopes	other	1	0	0
argon_isotopes	other	1	0	0
chlorine_isotopes	other	1	0	0
phosphorus_isotopes	other	1	0	0
silicon_isotopes	other	1	0	0
sulfur_isotopes	other	1	0	0
aluminium_isotopes	other	1	0	0
sodium_isotopes	other	1	0	0
magnesium_isotopes	other	1	0	0
neon_isotopes	other	1	0	0
oxygen_isotopes	other	1	0	0
nitrogen_isotopes	other	1	0	0
carbon_isotopes	other	1	0	0
boron_isotopes	other	1	0	0
beryllium_isotopes	other	1	0	0
helium_isotopes	other	1	0	0
neptunium_isotopes	other	1	0	0
plutonium_isotopes	other	1	0	0
americium_isotopes	other	1	0	0
curium_isotopes	other	1	0	0
berkelium_isotopes	other	1	0	0
fermium_isotopes	other	1	0	0
californium_isotopes	other	1	0	0
einsteinium_isotopes	other	1	0	0
mendelevium_isotopes	other	1	0	0
nobelium_isotopes	other	1	0	0
lawrencium_isotopes	other	1	0	0
rutherfordium_isotopes	other	1	0	0
dubnium_isotopes	other	1	0	0
seaborgium_isotopes	other	1	0	0
bohrium_isotopes	other	1	0	0
hassium_isotopes	other	1	0	0
meitnerium_isotopes	other	1	0	0
darmstadtium_isotopes	other	1	0	0
roentgenium_isotopes	other	1	0	0
copernicium_isotopes	other	1	0	0
nihonium_isotopes	other	1	0	0
flerovium_isotopes	other	1	0	0
moscovium_isotopes	other	1	0	0
livermorium_isotopes	other	1	0	0
tennessine_isotopes	other	1	0	0
oganesson_isotopes	other	1	0	0
svrr	other	1	0	0
face-uniform_polyhedron	other	1	0	0
uk_school	place	1	0	0
computer_worm	other	1	0	0
sportsperson_--	person	1	0	0
veteran	other	1	0	0
us_congressional_district	other	1	0	0
skier_see_wikipedia:wikiproject_ski_--	person	1	0	0
former_political_post	other	1	0	0
road/shieldmain/hkg	place	1	0	0
alphabet	other	1	0	0
gb_station	place	1	0	0
nycs/ridership/year	other	1	0	0
nycs/ridership/rank	other	1	0	0
motorsport_championship#	other	1	0	0
star_wars_comics	other	1	0	0
swiss_town_former	place	1	0	0
faculty	other	1	0	0
aircraft_accident--	event	1	0	0
social_media_personality/wikidata	person	1	0	0
w3c_standard	other	1	0	0
kaac_team	other	1	0	0
plutonium	other	1	0	0
phare	other	1	0	0
lgbtq_rights/europe	other	1	0	0
water_margin_character	other	1	1	1
public_holiday	other	1	0	0
uk_fire_and_rescue	other	1	0	0
website_with_ipv6	other	1	0	0
road/name/usa/or	place	1	0	0
killer	other	1	0	0
element/standard_atomic_weight/value_illustration	other	1	0	0
professional_association	other	1	0	0
krypton	other	1	0	0
#2	other	1	0	0
buddhist_leader	other	1	0	0
nflactive	other	1	0	0
american_football_league_season	other	1	0	0
standard_--	other	1	0	0
symptom	other	1	0	0
defense_minister	person	1	0	0
person/weight	person	1	1	1
italian_political_party	pol_mil_organization	1	0	0
ship_begin	artifact	1	0	0
uk_heritage_station	place	1	0	0
radio_presenter	person	1	0	0
vehicle_license_plate	other	1	0	0
fluorine	other	1	0	0
isle_of_man_tt_course	other	1	0	0
major_historical_and_cultural_site_of_china	place	1	0	0
gurudwara	other	1	0	0
mercury	other	1	0	0
bismuth	other	1	0	0
fuel	other	1	0	0
knot_details	other	1	0	0
gender	other	1	0	0
london_bus_route	other	1	0	0
intergovernmental_organization	pol_mil_organization	1	0	0
musical_work	other	1	0	0
parlementaire_français	other	1	0	0
yttrium	other	1	0	0
educational_institution	other	1	0	0
high_school_athletics	place	1	0	0
school_division	place	1	0	0
country_subdivision	pol_mil_organization	1	0	0
country/imagetable	pol_mil_organization	1	0	0
scottish_islands	other	1	0	0
american_football_player	other	1	0	0
dog_crossbreed	other	1	0	0
videography_list	other	1	0	0
region_of_italy	other	1	1	1
yeshiva	other	1	0	0
bilateral	other	1	0	0
historic_structure	other	1	0	0
aircraft_begin	artifact	1	0	0
learned_society	other	1	0	0
cobalt	other	1	0	0
cerium	other	1	0	0
baycar_rdt	other	1	0	0
sprungschanze_technische_daten	other	1	0	0
weather/concise_f	other	1	1	1
pro_wrestler	person	1	0	0
grand_prix_final_report	other	1	0	0
majorette	other	1	0	0
roman_limes_fort	other	1	0	0
culinary_career	other	1	1	1
comedy_duo	other	1	0	0
frc_team	other	1	0	0
emperor	person	1	0	0
mtn_8	other	1	0	0
america's_cup_yacht	other	1	0	0
american_political_party	pol_mil_organization	1	0	0
road/shieldmain/grc	place	1	0	0
college_basketball_player	place	1	1	1
road/shield/jpn	place	1	0	0
disc_golf_tournament	other	1	0	0
san_francisco_city_government	pol_mil_organization	1	0	0
automobile_manufacturer	artifact	1	0	0
animanga/film	artifact	1	0	0
écrivain	other	1	0	0
hypothesis	other	1	0	0
theatre_festival	other	1	0	0
software2	other	1	0	0
company/wikidata	business	1	0	0
schienenfahrzeug	other	1	0	0
name_tmodule	other	1	0	0
discworld_novel	artifact	1	0	0
disputed_islands	other	1	0	0
rugby_player	other	1	0	0
graduate_school	place	1	0	0
région_naturelle_de_france	other	1	0	0
mountain_hut	place	1	0	0
ethnic_group#	other	1	0	0
région_naturelle	other	1	0	0
film/doc	artifact	1	0	0
natural_region_of_germany	other	1	0	0
société	other	1	0	0
socken_sverige	other	1	1	1
american_football	other	1	0	0
court_case/images	other	1	0	0
uk_supreme_court_case	other	1	0	0
earthquake_swarm	event	1	0	0
llswsqualification	other	1	0	0
llswsqualification-pre2002	other	1	0	0
solar_cycle	other	1	0	0
tld	other	1	0	0
world_athletics_championships_event	other	1	0	0
civil_air_patrol_wing	other	1	0	0
en	other	1	0	0
solution_concept	other	1	0	0
national_quidditch_team	other	1	0	0
ifl_event	other	1	0	0
unbiunium	other	1	0	0
brücke	other	1	0	0
sportsperson_biography	person	1	0	0
musical_artist#associated_acts	person	1	1	1
landmass	other	1	0	0
military_vehicle	other	1	0	0
castellers	other	1	0	0
tibetan_buddhist_nunnery	other	1	0	0
mural	other	1	0	0
zisterzienserkloster	other	1	0	0
hochrangige_straße	other	1	0	0
korean_clan	pol_mil_organization	1	0	0
nhl_outdoor_game	other	1	0	0
motorcycle_racer	artifact	1	0	0
test	other	1	0	0
n.j._cabinet	other	1	0	0
chor	other	1	0	0
township	other	1	0	0
venue/tenantlist	place	1	0	0
firearm_cartridge/ballistics	artifact	1	0	0
minnesota_state_legislature_district	pol_mil_organization	1	0	0
lacrosse_team	other	1	0	0
unbiquadium	other	1	0	0
unbihexium	other	1	0	0
student_group	other	1	0	0
film_actor	person	1	0	0
rail_tunnel	place	1	0	0
rugby_league_biography/player	person	1	0	0
spelling_bee	other	1	0	0
mehrere_hochrangige_straßen	other	1	0	0
league_commissioner	other	1	0	0
officeholder/wikidata	person	1	1	1
mathematics_function	person	1	0	0
medical_conditions	other	1	0	0
video_game_awards	artifact	1	0	0
bishopric	other	1	0	0
public_health_intervention	other	1	0	0
book/wikidata	artifact	1	0	0
org	other	1	0	0
athletic_conference	other	1	0	0
performing_arts	other	1	0	0
human_being	other	1	0	0
egyptian_deity	other	1	0	0
web	other	1	0	0
countries	other	1	0	0
basketball_club2	other	1	0	0
time_zone_continent	other	1	0	0
mythical_character	other	1	0	0
militare	other	1	1	1
quran_verse	other	1	0	0
distinction	other	1	0	0
verband	other	1	0	0
parish	other	1	0	0
intermodal_freight_transport	other	1	0	0
unrecognized_state	other	1	0	0
french_canton	other	1	0	0
world_games_sport	other	1	0	0
world_combat_games_sport	other	1	0	0
asian_indoor_and_martial_arts_games_sport	other	1	0	0
science	other	1	0	0
drum_corps	other	1	0	0
symphony	other	1	0	0
literary_festival	other	1	0	0
kraftwerk	other	1	0	0
esports_organization	pol_mil_organization	1	0	0
historical_state	other	1	0	0
gun	other	1	0	0
fountain	other	1	0	0
turkish_parliament	pol_mil_organization	1	0	0
fam_tanimbar	other	1	0	0
european_games_sport	other	1	0	0
indian_jurisdiction	other	1	0	0
predictive_model	person	1	0	0
british_political_party	pol_mil_organization	1	0	0
schiff	other	1	0	0
schiff/basis	other	1	0	0
schiff/daten	other	1	0	0
schiff/antrieb	other	1	0	0
schiff/transport	other	1	0	0
schiff/sonstiges	other	1	0	0
ncaa_division_i_women's_basketball_season	other	1	0	0
national_touch_rugby_team	other	1	0	0
chart_positions	other	1	0	0
cow_breed	other	1	0	0
chief_executive	other	1	0	0
tornado_outbreak	event	1	0	0
annual_event	other	1	0	0
shakey's_gvil	other	1	0	0
scientifique	other	1	0	0
national_political_convention_logistics	other	1	0	0
protoplanetary_nebula	other	1	0	0
weather_event/fwc	event	1	0	0
airshow	other	1	0	0
pennsylvania_historic_site	place	1	0	0
tiktok_personality	other	1	1	1
art_school	place	1	0	0
china_station	place	1	0	0
afc_championship_game	other	1	0	0
islamic_figure	other	1	0	0
episode	other	1	0	0
millitary_conflict	event	1	0	0
political_coalition	other	1	0	0
neighbourhood	other	1	0	0
fictional_planet	other	1	0	0
statistical_method	other	1	0	0
shakey's_gvil2	other	1	0	0
wetland	other	1	0	0
gamma-ray_burst	other	1	0	0
world_university_games_event	place	1	0	0
academic_division	person	1	0	0
political_campaign	other	1	0	0
transport	other	1	0	0
concert_series	other	1	0	0
engineering	other	1	0	0
basketball_official	other	1	0	0
shakey's_super_league_tournament	other	1	0	0
film/wikidata	artifact	1	0	0
biodiversity	other	1	0	0
tram_line	other	1	0	0
peerage_title	other	1	0	0
bar	other	1	0	0
martial_arts_organization	pol_mil_organization	1	0	0
shopping_centre	other	1	0	0
rail_system-route	other	1	0	0
border_port	place	1	0	0
